session_name,mode,trial_idx,t_rel_s,tcp_pos_x_m,tcp_pos_y_m,tcp_pos_z_m,tcp_quat_x,tcp_quat_y,tcp_quat_z,tcp_quat_w,joint1_deg,joint2_deg,joint3_deg,joint4_deg,joint5_deg,joint6_deg
P01,freedrive,0,2.3169431686401367,-0.3279610276222229,0.06273866444826126,0.2573668360710144,-0.10707693920106492,0.7005663270775768,-0.6979415174267832,0.10304847746747359,-82.01941504521501,-83.82804470978941,-144.25781632757636,-131.4391028581431,261.24208624264486,179.07404992355603
P01,freedrive,0,2.4190988540649414,-0.3273527920246124,0.06172044947743416,0.24968387186527252,-0.10743988656765714,0.7067334989070734,-0.6915796741792066,0.10345040627796968,-81.9699917963808,-84.84262704919931,-144.25873157292514,-131.43973123554673,261.2412119784311,179.07316199896394
P01,freedrive,0,2.533749580383301,-0.3272910714149475,0.06137649714946747,0.24663081765174866,-0.10742514199733093,0.7091815220288561,-0.6890716308501469,0.10344899824168068,-81.97154907951156,-85.2460039343151,-144.25873157292514,-131.43795538636255,261.2455013372299,179.07295709328884
P01,freedrive,0,2.634110689163208,-0.3273121416568756,0.061374396085739136,0.24665647745132446,-0.10740265389609718,0.7091658803479894,-0.6890930026803785,0.10343721643236564,-81.97430847593624,-85.24355958036588,-144.25781632757636,-131.4381466316593,261.2455013372299,179.07384501788096
P01,freedrive,0,2.750800609588623,-0.3273353576660156,0.061398234218358994,0.24663108587265015,-0.10738626830693124,0.7091867303360981,-0.6890782094204322,0.10340982640076908,-81.97654877798401,-85.24443982099517,-144.26009761075915,-131.43795538636255,261.2468946958206,179.07295709328884
P01,freedrive,0,2.8707938194274902,-0.3273243010044098,0.06140274554491043,0.2466244101524353,-0.10740385929115867,0.7091878639039254,-0.6890729056560252,0.1034191248827547,-81.97526470242005,-85.24463746959427,-144.26078062967616,-131.43773682030908,261.2459931108501,179.0722604139935
P01,freedrive,0,2.984070301055908,-0.3273424804210663,0.06142202764749527,0.2466185837984085,-0.10738337590531524,0.7092009058306588,-0.6890644902369301,0.10340703091507202,-81.97704055160425,-85.24355958036588,-144.26214666751017,-131.43904821662974,261.2468946958206,179.07295709328884
P01,freedrive,0,3.100741386413574,-0.32734909653663635,0.0614212229847908,0.24662062525749207,-0.10737080594396098,0.7092004831019078,-0.6890663922453206,0.10341030836905393,-81.97796945733137,-85.24355958036588,-144.26194176183506,-131.43885697133297,261.2467034505238,179.07425482923114
P01,freedrive,0,3.2009005546569824,-0.32735371589660645,0.06145232170820236,0.24658675491809845,-0.10736561265618016,0.7092244918440438,-0.6890420006604412,0.10341357122436746,-81.97796945733137,-85.24443982099517,-144.26531587528504,-131.4384198392261,261.2468946958206,179.07493784814815
P01,freedrive,0,3.3012914657592773,-0.3273523151874542,0.06145428866147995,0.24658453464508057,-0.10737250625016172,0.7092344681445257,-0.6890312356056476,0.10340972128898401,-81.97775089127794,-85.24444067476881,-144.26511096960994,-131.4404415752204,261.2468946958206,179.07404992355603
P01,freedrive,0,3.417760133743286,-0.3273453414440155,0.06144999340176582,0.2465863674879074,-0.10738378831747199,0.7092230365249996,-0.6890428706285101,0.10339888251267264,-81.97663074025405,-85.24443896722153,-144.26531587528504,-131.43863840527953,261.24798752608774,179.0722604139935
P01,freedrive,0,3.534384250640869,-0.3273514211177826,0.06144918128848076,0.24657943844795227,-0.10736536837863543,0.7092365528842124,-0.6890300421304463,0.10341078651453663,-81.97755964598117,-85.24551813711038,-144.26490606393483,-131.43973123554673,261.24757771473753,179.07473294247305
P01,freedrive,0,3.634406328201294,-0.32735270261764526,0.06145717203617096,0.2465890794992447,-0.10736945918885134,0.7092186148028046,-0.6890485224035721,0.10340642835017053,-81.97755964598117,-85.2435600072527,-144.26599889420206,-131.43773682030908,261.24757771473753,179.07404992355603
P01,freedrive,0,3.7344603538513184,-0.327349454164505,0.061446335166692734,0.24660047888755798,-0.10738264698262269,0.7092062187951452,-0.6890596105757911,0.1034038656068386,-81.97755964598117,-85.24336321242724,-144.26490606393483,-131.4373270089589,261.2467034505238,179.07275218761373
P01,freedrive,0,3.8345625400543213,-0.3273518681526184,0.061441224068403244,0.2465939074754715,-0.10737251338390956,0.7092193860768161,-0.6890480420820568,0.10340116771744044,-81.97775089127794,-85.24463661582062,-144.26422304501784,-131.43863840527953,261.24757771473753,179.07336690463904
P01,freedrive,0,3.9512715339660645,-0.3273530900478363,0.061450038105249405,0.24659468233585358,-0.10737213101008698,0.7092182973788529,-0.6890500532752959,0.10339562963058702,-81.97755964598117,-85.24355958036588,-144.26511096960994,-131.43863840527953,261.24826073365455,179.07295709328884
P01,freedrive,0,4.051438570022583,-0.32735368609428406,0.06145695969462395,0.24658384919166565,-0.10736950889497014,0.7092269432831506,-0.6890399236252049,0.10340655265244704,-81.97775089127794,-85.2442430261697,-144.26579398852695,-131.43863840527953,261.2473864694408,179.07404992355603
P01,freedrive,0,4.151475429534912,-0.32735854387283325,0.061455853283405304,0.24658402800559998,-0.10737100524885256,0.7092266968537692,-0.6890413463538203,0.10339720845679129,-81.97840658943825,-85.24443982099517,-144.26558908285185,-131.43863840527953,261.2473864694408,179.07316199896394
P01,freedrive,0,4.268052101135254,-0.3273582458496094,0.061443161219358444,0.24659346044063568,-0.10737106175987858,0.709220943982647,-0.6890476328018187,0.10339471670800884,-81.97859783473501,-85.24463661582062,-144.26422304501784,-131.43885697133297,261.2473864694408,179.07295709328884
P01,freedrive,0,4.368077278137207,-0.32736098766326904,0.06144733726978302,0.24659094214439392,-0.10736044294294918,0.7092243791741538,-0.6890461197344517,0.10339226351630744,-81.97859783473501,-85.24443982099517,-144.26470115825975,-131.43885697133297,261.2484519789513,179.07364011220585
P01,freedrive,0,4.468077659606934,-0.327353835105896,0.06143994256854057,0.24659530818462372,-0.10736432539642975,0.7092238577494375,-0.6890463744386761,0.10339011124905041,-81.97755964598117,-85.24443982099517,-144.26401813934274,-131.43953999024998,261.2493535639218,179.07316199896394
P01,freedrive,0,4.568221807479858,-0.32735010981559753,0.061441659927368164,0.24659499526023865,-0.10737188192855353,0.7092195770707593,-0.689047159845972,0.10340639235024805,-81.97755964598117,-85.24443896722153,-144.26422304501784,-131.43885697133297,261.2473864694408,179.07384501788096
P01,freedrive,0,4.669445991516113,-0.32736116647720337,0.06144805625081062,0.24659761786460876,-0.10736219568900096,0.7092187394035614,-0.6890519251064541,0.10339044019032731,-81.97859783473501,-85.24355958036588,-144.26470115825975,-131.43885697133297,261.2484519789513,179.07335324426072
P01,freedrive,0,4.785289764404297,-0.3273669481277466,0.06145475059747696,0.2465847134590149,-0.10736546064523915,0.7092314457749362,-0.6890385243421687,0.10338919748598344,-81.97952674046213,-85.24463661582062,-144.26511096960994,-131.43953999024998,261.2473864694408,179.07295709328884
P01,freedrive,0,4.888078689575195,-0.3273581862449646,0.061440352350473404,0.24658991396427155,-0.10736869574920005,0.7092284265789282,-0.6890402746269074,0.10339488404930765,-81.97859783473501,-85.24532988002139,-144.26381323366763,-131.43973123554673,261.24757771473753,179.07316199896394
P01,freedrive,0,5.001726388931274,-0.3273579776287079,0.061446502804756165,0.24659299850463867,-0.10736028562590533,0.7092175293790217,-0.6890525037311015,0.10339686742711705,-81.97821534414149,-85.24423320777278,-144.26490606393483,-131.43773682030908,261.2484519789513,179.0740362631777
P01,freedrive,0,5.101751327514648,-0.3273604214191437,0.061457064002752304,0.24657513201236725,-0.10736463785396352,0.7092357755943174,-0.6890336160487658,0.10339306122935246,-81.97840658943825,-85.2453303069082,-144.26579398852695,-131.43885697133297,261.24826073365455,179.07335324426072
P01,freedrive,0,5.209677219390869,-0.32734400033950806,0.06143663078546524,0.2465919554233551,-0.10737898918645986,0.7092200499714099,-0.689046500370341,0.10340016309093003,-81.97663074025405,-85.24512283991217,-144.26401813934274,-131.43863840527953,261.24826073365455,179.0727658479921
P01,freedrive,0,5.3188252449035645,-0.32736101746559143,0.061447035521268845,0.24659965932369232,-0.10736027000588669,0.7092164517467061,-0.6890552409309442,0.10338603359097188,-81.97840658943825,-85.24334442940703,-144.26470115825975,-131.43863840527953,261.249162318625,179.07316199896394
P01,freedrive,0,5.43561577796936,-0.32735463976860046,0.061451081186532974,0.24658668041229248,-0.10738194654832303,0.7092263646383644,-0.6890419670894592,0.10338398738117771,-81.97775089127794,-85.24443896722153,-144.26511096960994,-131.43932142419655,261.24826073365455,179.07119490448298
P01,freedrive,0,5.535680770874023,-0.32735201716423035,0.06144559755921364,0.24658136069774628,-0.10736399023542137,0.709234587345798,-0.6890341562254213,0.10339828464672719,-81.97734107992773,-85.24553478569648,-144.26470115825975,-131.43953999024998,261.24894375257156,179.07384501788096
P01,freedrive,0,5.651803255081177,-0.3273526728153229,0.06145010143518448,0.24659471213817596,-0.10738437663527908,0.7092206505027193,-0.6890471007740802,0.10338644722586553,-81.97755964598117,-85.24355018885578,-144.26490606393483,-131.43953999024998,261.2480421676011,179.07119490448298
P01,freedrive,0,5.752045154571533,-0.32736095786094666,0.06145034730434418,0.2465827465057373,-0.10735912315516107,0.7092340982793763,-0.6890357536698218,0.1033960476897231,-81.97859783473501,-85.24512283991217,-144.26490606393483,-131.43953999024998,261.24826073365455,179.07404992355603
P01,freedrive,0,5.852213382720947,-0.3273506462574005,0.0614456832408905,0.24658988416194916,-0.1073841766678885,0.7092205392075309,-0.6890460355794468,0.10339451735844882,-81.97755964598117,-85.24464600733073,-144.26470115825975,-131.43863840527953,261.2473864694408,179.07186426302164
P01,freedrive,0,5.952627182006836,-0.3273576498031616,0.061437010765075684,0.24659402668476105,-0.1073688294101189,0.7092191252854066,-0.6890507621590698,0.10338865493132486,-81.97840658943825,-85.24512198613851,-144.26381323366763,-131.4384198392261,261.24826073365455,179.07265656496537
P01,freedrive,0,6.068853855133057,-0.32735541462898254,0.06145172193646431,0.24657806754112244,-0.10735770565190937,0.7092317508085553,-0.6890382927343757,0.10339670124276851,-81.97755964598117,-85.24532817247409,-144.26558908285185,-131.43822859392932,261.2493535639218,179.0742411688528
P01,freedrive,0,6.185411691665649,-0.327369749546051,0.06146065518260002,0.2465825378894806,-0.10735913071516398,0.7092286153750725,-0.6890433837664225,0.10338280066316852,-81.97949941970545,-85.2442336346596,-144.26599889420206,-131.4384198392261,261.2484519789513,179.0729707536672
P01,freedrive,0,6.285676002502441,-0.32735463976860046,0.061448220163583755,0.24659088253974915,-0.10736853984352576,0.7092188935121777,-0.6890501725690085,0.10339447480330523,-81.97775089127794,-85.24423406154642,-144.26511096960994,-131.43795538636255,261.2484519789513,179.07316199896394
P01,freedrive,0,6.385734558105469,-0.3273586630821228,0.06144120171666145,0.24659417569637299,-0.10736703055960428,0.7092232656825458,-0.6890468551421642,0.10338815977708304,-81.97840658943825,-85.24464558044392,-144.26401813934274,-131.43932142419655,261.2484519789513,179.0727658479921
P01,freedrive,0,6.4858691692352295,-0.32735559344291687,0.06144580617547035,0.24657778441905975,-0.10736556095943862,0.7092330883219943,-0.6890368297803624,0.10338911913416723,-81.97775089127794,-85.24600991073062,-144.26490606393483,-131.43863840527953,261.249162318625,179.0729707536672
P01,freedrive,0,6.60279393196106,-0.32735589146614075,0.061457425355911255,0.2465806007385254,-0.10736012327419146,0.709231010340855,-0.6890386854727548,0.10339665286371014,-81.97755964598117,-85.24444024788198,-144.26599889420206,-131.43863840527953,261.249162318625,179.0740362631777
P01,freedrive,0,6.719357252120972,-0.3273562490940094,0.06144694983959198,0.24659296870231628,-0.10736428586466704,0.7092211604868847,-0.6890471346736816,0.10340358715439225,-81.97821534414149,-85.24423534220689,-144.26470115825975,-131.43863840527953,261.24757771473753,179.0742411688528
P01,freedrive,0,6.823117733001709,-0.3273605704307556,0.061441536992788315,0.24659688770771027,-0.1073548951586531,0.7092198191486535,-0.6890521701914047,0.10338898087678966,-81.97840658943825,-85.24423406154642,-144.26422304501784,-131.43863840527953,261.2493535639218,179.07384501788096
P01,freedrive,0,6.935851812362671,-0.32736271619796753,0.06146055459976196,0.24657726287841797,-0.10736182947699606,0.7092375073783099,-0.6890334403915938,0.1033852683958302,-81.97840658943825,-85.24464558044392,-144.26599889420206,-131.43953999024998,261.24913499786834,179.07295709328884
P01,freedrive,0,7.036015272140503,-0.32735851407051086,0.06145058944821358,0.24658755958080292,-0.1073646054256213,0.7092303238372228,-0.6890392498481047,0.10339294666615369,-81.97821534414149,-85.24443982099517,-144.26490606393483,-131.43973123554673,261.2484519789513,179.07335324426072
P01,freedrive,0,7.15266227722168,-0.32735490798950195,0.06145302578806877,0.24659202992916107,-0.10736250666528038,0.7092146138142964,-0.6890551908589253,0.10339665209839156,-81.97755964598117,-85.24355061574259,-144.26579398852695,-131.43710844290544,261.24894375257156,179.07384501788096
P01,freedrive,0,7.254324674606323,-0.3273507356643677,0.061441849917173386,0.24658679962158203,-0.10736538462454964,0.7092209453504916,-0.6890473957121768,0.10340218238917487,-81.97736840068441,-85.24532902624773,-144.26470115825975,-131.43754557501234,261.2484519789513,179.07404992355603
P01,freedrive,0,7.369658470153809,-0.3273598849773407,0.061440609395504,0.24658705294132233,-0.10736050332610031,0.7092268384934076,-0.6890444675872713,0.10338634132991674,-81.97840658943825,-85.24553265126237,-144.26422304501784,-131.43863840527953,261.24913499786834,179.07316199896394
P01,freedrive,0,7.486346244812012,-0.3273622393608093,0.0614585243165493,0.24659058451652527,-0.10736030414274085,0.7092230368913706,-0.6890471625189097,0.10339466553743956,-81.97859783473501,-85.2433457100675,-144.26579398852695,-131.43863840527953,261.24826073365455,179.07384501788096
P01,freedrive,0,7.586538791656494,-0.32735729217529297,0.06144673749804497,0.24659183621406555,-0.1073667186301373,0.7092206496502015,-0.6890476363876161,0.10340122160295197,-81.97840658943825,-85.24443982099517,-144.26470115825975,-131.4384198392261,261.2473864694408,179.07384501788096
P01,freedrive,0,7.703059196472168,-0.3273606598377228,0.0614553838968277,0.24658554792404175,-0.10736036987336828,0.7092272004661798,-0.6890428624831343,0.10339469406409176,-81.97840658943825,-85.24423491532006,-144.26558908285185,-131.43863840527953,261.2484519789513,179.07384501788096
P01,freedrive,0,7.8195977210998535,-0.3273610770702362,0.06146124377846718,0.24657884240150452,-0.10736582937654376,0.7092355334084931,-0.6890338508073974,0.10339192074135285,-81.97840658943825,-85.24443982099517,-144.26599889420206,-131.43953999024998,261.24826073365455,179.07316199896394
P01,freedrive,0,7.919633865356445,-0.32735905051231384,0.06144711375236511,0.24658530950546265,-0.1073670308844854,0.7092289898744565,-0.6890405987394677,0.10339058897919029,-81.97840658943825,-85.24512283991217,-144.26470115825975,-131.4391028581431,261.24826073365455,179.07295709328884
P01,freedrive,0,8.019815921783447,-0.32735615968704224,0.06144905090332031,0.24658454954624176,-0.10737636586191673,0.7092258864697629,-0.6890408929123081,0.10340022200206321,-81.97840658943825,-85.24512283991217,-144.26490606393483,-131.43863840527953,261.2467034505238,179.07295709328884
P01,freedrive,0,8.136255502700806,-0.32735827565193176,0.06143815815448761,0.24660037457942963,-0.10736448910686722,0.7092115182515768,-0.6890590093246477,0.10339037927510435,-81.97840658943825,-85.24423406154642,-144.26401813934274,-131.43773682030908,261.2484519789513,179.07316199896394
P01,freedrive,0,8.236603260040283,-0.3273620009422302,0.0614679679274559,0.24657322466373444,-0.10736581494184928,0.7092354768852264,-0.6890339134056489,0.10339190628939317,-81.97840658943825,-85.24443982099517,-144.26688681879415,-131.43863840527953,261.24826073365455,179.07316199896394
P01,freedrive,0,8.353646993637085,-0.32736021280288696,0.061455000191926956,0.24658414721488953,-0.1073767847275751,0.7092309040469359,-0.6890385192064805,0.10338118734119162,-81.97840658943825,-85.24443982099517,-144.26531587528504,-131.43973123554673,261.24826073365455,179.07138614977973
P01,freedrive,0,8.47006106376648,-0.3273608088493347,0.06144881621003151,0.2465881109237671,-0.10736457712676958,0.7092248605292054,-0.6890452317499923,0.10339058655563528,-81.97859783473501,-85.24464558044392,-144.26490606393483,-131.43863840527953,261.24826073365455,179.07316199896394
P01,freedrive,0,8.586711406707764,-0.327348530292511,0.06143750622868538,0.24660556018352509,-0.10737183742973988,0.7092103397026742,-0.6890566979026311,0.10340623608516598,-81.97736840068441,-85.24355104262942,-144.26381323366763,-131.43863840527953,261.24757771473753,179.07384501788096
P01,freedrive,0,8.686723947525024,-0.32735809683799744,0.06145036593079567,0.24658799171447754,-0.10736688070218936,0.7092245117930205,-0.6890448827608119,0.10339291243297395,-81.97821534414149,-85.24443982099517,-144.26511096960994,-131.43863840527953,261.24826073365455,179.07316199896394
P01,freedrive,0,8.803199529647827,-0.32735708355903625,0.06144348531961441,0.2465883493423462,-0.10736812741018543,0.7092193424454769,-0.6890502033682862,0.10339161840187525,-81.97821534414149,-85.24512283991217,-144.26470115825975,-131.43754557501234,261.24826073365455,179.07295709328884
P01,freedrive,0,8.903810739517212,-0.3273615837097168,0.061452146619558334,0.24658626317977905,-0.10736050332610031,0.7092268384934076,-0.6890444675872713,0.10338634132991674,-81.97840658943825,-85.24443896722153,-144.26531587528504,-131.43863840527953,261.24913499786834,179.07316199896394
P01,freedrive,0,9.020472049713135,-0.3273608982563019,0.061457209289073944,0.2465822994709015,-0.10735252163867176,0.7092308776316965,-0.6890391491943769,0.10340236549074353,-81.97840658943825,-85.24443982099517,-144.26579398852695,-131.43863840527953,261.2484519789513,179.07511543306657
P01,freedrive,0,9.136878490447998,-0.3273603916168213,0.06145631894469261,0.24658310413360596,-0.10736577653755262,0.7092304028846981,-0.6890391512250169,0.10339184557597167,-81.97840658943825,-85.24443982099517,-144.26558908285185,-131.4391028581431,261.24826073365455,179.07316199896394
P01,freedrive,0,9.238237142562866,-0.3273593783378601,0.0614488460123539,0.2465912401676178,-0.10736021583907028,0.7092230441797671,-0.6890468119720922,0.10339704333523568,-81.97840658943825,-85.24423406154642,-144.26490606393483,-131.43863840527953,261.24826073365455,179.07404992355603
P01,freedrive,0,9.353591442108154,-0.3273587226867676,0.06145721301436424,0.24658118188381195,-0.10736129523519662,0.7092294156799132,-0.6890386401150819,0.10340667603258806,-81.97840658943825,-85.24464686110439,-144.26579398852695,-131.4384198392261,261.2473864694408,179.07473294247305
P01,freedrive,0,9.453838586807251,-0.327362596988678,0.061459463089704514,0.24658000469207764,-0.10736612098829401,0.7092305334825337,-0.6890405928007982,0.1033809842898209,-81.97840658943825,-85.24443982099517,-144.26606719609376,-131.43863840527953,261.24913499786834,179.0722604139935
P01,freedrive,0,9.571310997009277,-0.32738426327705383,0.061521563678979874,0.24652834236621857,-0.10732884896569925,0.7092824704840094,-0.6889940623194284,0.10337348466783007,-81.97939013667873,-85.24423278088595,-144.27203678142834,-131.4404415752204,261.25186707353635,179.07471928209472
P01,freedrive,0,9.68732762336731,-0.3277609050273895,0.061321157962083817,0.24663203954696655,-0.10635935209299605,0.7093418036556333,-0.6892375747835602,0.10233992043873806,-81.99214893004832,-85.24464686110439,-144.25968779940897,-131.4356877635581,261.4031147825171,179.07206916869674
P01,freedrive,0,9.787760496139526,-0.33182835578918457,0.06028147041797638,0.2466847151517868,-0.09499475593449054,0.7110353921436869,-0.6907924637751058,0.09061147529722184,-82.0577733875938,-85.24443939410834,-144.2470382890661,-131.43500474464108,263.22734902680077,179.0726702253437
P01,freedrive,0,9.903933048248291,-0.34642866253852844,0.05776037275791168,0.24649536609649658,-0.053110702075811735,0.7159155967356728,-0.6945521006592613,0.04734438874277297,-82.18954139706169,-85.24443982099517,-144.24870485522356,-131.43729968820222,270.03325004412494,179.07206916869674
P01,freedrive,0,10.004115104675293,-0.3600725829601288,0.05700252577662468,0.24637651443481445,-0.014987776036626764,0.7180550685216595,-0.6957789054491565,0.007999991987771902,-82.34349386095377,-85.24443939410834,-144.24979768549076,-131.43658934852854,276.1643010506952,179.07206916869674
P01,freedrive,0,10.121051788330078,-0.373902291059494,0.057702917605638504,0.2463158667087555,0.023077796112588395,0.7180337584771632,-0.6949236678244217,-0.031241525430062676,-82.52790896854412,-85.24354976196895,-144.24959277981569,-131.43699915987872,282.24625665751137,179.07316199896394
P01,freedrive,0,10.237173795700073,-0.39020171761512756,0.0603141114115715,0.24631860852241516,0.06836027728193274,0.7151756962353495,-0.6912173705823549,-0.07790470210093609,-82.74234958772584,-85.2432812501572,-144.24731149663288,-131.43363870680707,289.50349657519,179.0724653196686
P01,freedrive,0,10.337260484695435,-0.39511504769325256,0.061468686908483505,0.2463180273771286,0.08317765530716605,0.7135903781409394,-0.689337605992848,-0.09318752516470423,-82.75060045624322,-85.2439642690742,-144.24751640230798,-131.43407583891397,291.95078067556227,179.0722604139935
P01,freedrive,0,10.437850713729858,-0.3965679407119751,0.06160959601402283,0.2465338557958603,0.0881509970182109,0.7128067931991909,-0.6888345808614819,-0.09819774693529196,-82.73000060570645,-85.24218500479542,-144.22466258934512,-131.42790134790428,292.78674118845845,179.07384501788096
P01,freedrive,0,10.554726362228394,-0.38977906107902527,0.054736461490392685,0.25092312693595886,0.07411872456846197,0.7113658652698215,-0.6940590609367107,-0.0821403696662848,-82.51796421311258,-85.2446472879912,-143.69088330570864,-131.42601621569335,290.53441800775505,179.07384501788096
P01,freedrive,0,10.671205759048462,-0.3766089975833893,0.042505647987127304,0.2594919502735138,0.04572846298378484,0.7076839081398962,-0.7032352555777159,-0.05052295661902541,-82.17456962240102,-85.24512283991217,-142.6799333462767,-131.42470481937272,285.9813865862679,179.07404992355603
P01,freedrive,0,10.771279573440552,-0.3616957664489746,0.027857374399900436,0.27135246992111206,-0.015731781409328082,-0.7004871825625606,0.7132779218453476,0.017459218975585555,-81.73762876081696,-85.24628183763696,-141.32306162614032,-131.42792866866097,281.28475726767033,179.07316199896394
