timestamp,participant_id,trial,condition,event,tool_id,elapsed_s,hand_to_target_m,success
2026-08-26T18:04:43.436-04:00,joon,1,ar_preview,handover_preview_invalid,19,,,0
2026-08-26T18:04:56.673-04:00,joon,1,ar_preview,robot_arrival,19,14.485315,0.306016,1
2026-08-26T18:04:58.551-04:00,joon,1,ar_preview,transfer_complete,19,16.363012,,1
2026-08-26T18:04:58.570-04:00,joon,1,ar_preview,return_to_default_started,,,,
2026-08-26T18:05:01.896-04:00,joon,1,ar_preview,return_to_default_complete,,,,1
2026-08-26T18:05:05.654-04:00,joon,2,ar_preview,trial_started,21,,,
2026-08-26T18:05:19.056-04:00,joon,2,ar_preview,grasp_complete,21,,,1
2026-08-26T18:05:19.077-04:00,joon,2,ar_preview,handover_preview_invalid,21,,,0
2026-08-26T18:05:19.090-04:00,joon,2,ar_preview,handover_motion_started,21,,,
2026-08-26T18:05:33.256-04:00,joon,2,ar_preview,handover_preview_invalid,21,,,0
2026-08-26T18:05:36.096-04:00,joon,2,ar_preview,handover_preview_invalid,21,,,0
2026-08-26T18:05:43.271-04:00,joon,2,ar_preview,robot_arrival,21,24.181723,0.305562,1
2026-08-26T18:05:45.102-04:00,joon,2,ar_preview,transfer_complete,21,26.012044,,1
2026-08-26T18:05:45.119-04:00,joon,2,ar_preview,return_to_default_started,,,,
2026-08-26T18:05:48.005-04:00,joon,2,ar_preview,return_to_default_complete,,,,1
2026-08-26T18:05:51.799-04:00,joon,3,ar_preview,trial_started,23,,,
2026-08-26T18:06:05.169-04:00,joon,3,ar_preview,grasp_complete,23,,,1
2026-08-26T18:06:05.185-04:00,joon,3,ar_preview,handover_preview_invalid,23,,,0
2026-08-26T18:06:05.214-04:00,joon,3,ar_preview,handover_motion_started,23,,,
2026-08-26T18:06:09.383-04:00,joon,3,ar_preview,handover_preview_invalid,23,,,0
2026-08-26T18:06:27.007-04:00,joon,3,ar_preview,robot_arrival,23,21.792532,0.306311,1
2026-08-26T18:06:29.951-04:00,joon,3,ar_preview,transfer_complete,23,24.737084,,1
2026-08-26T18:06:29.968-04:00,joon,3,ar_preview,return_to_default_started,,,,
2026-08-26T18:06:33.111-04:00,joon,3,ar_preview,return_to_default_complete,,,,1
2026-08-26T19:30:23.543-04:00,joon,1,continuous_preview,trial_started,19,,,
2026-08-26T19:30:37.018-04:00,joon,1,continuous_preview,grasp_complete,19,,,1
2026-08-26T19:30:37.031-04:00,joon,1,continuous_preview,handover_preview_invalid,19,,,0
2026-08-26T19:30:37.042-04:00,joon,1,continuous_preview,handover_motion_started,19,,,
2026-08-26T19:30:54.412-04:00,joon,1,continuous_preview,robot_arrival,19,17.370104,0.311208,1
2026-08-26T19:30:56.678-04:00,joon,1,continuous_preview,transfer_complete,19,19.635605,,1
2026-08-26T19:30:56.692-04:00,joon,1,continuous_preview,return_to_default_started,,,,
2026-08-26T19:30:59.807-04:00,joon,1,continuous_preview,return_to_default_complete,,,,1
2026-08-26T19:31:35.439-04:00,joon,1,continuous_no_preview,trial_started,19,,,
2026-08-26T19:31:49.287-04:00,joon,1,continuous_no_preview,grasp_failed,19,,,0
2026-08-26T19:32:35.379-04:00,joon,2,continuous_no_preview,trial_started,21,,,
2026-08-26T19:32:45.064-04:00,joon,2,continuous_no_preview,grasp_complete,21,,,1
2026-08-26T19:32:45.078-04:00,joon,2,continuous_no_preview,handover_preview_invalid,21,,,0
2026-08-26T19:32:45.088-04:00,joon,2,continuous_no_preview,handover_motion_started,21,,,
2026-08-26T19:32:47.328-04:00,joon,2,continuous_no_preview,handover_preview_invalid,21,,,0
2026-08-26T19:32:50.936-04:00,joon,2,continuous_no_preview,handover_preview_invalid,21,,,0
2026-08-26T19:32:56.518-04:00,joon,2,continuous_no_preview,robot_clicked_controller_stop,21,,,0
2026-08-26T19:33:05.440-04:00,joon,2,continuous_no_preview,robot_arrival_failed,21,20.351383,,0
2026-08-26T19:33:07.370-04:00,joon,2,continuous_no_preview,handover_preview_invalid,21,,,0
2026-08-26T19:33:07.416-04:00,joon,2,continuous_no_preview,handover_motion_started,21,,,
2026-08-26T19:33:07.539-04:00,joon,2,continuous_no_preview,handover_preview_invalid,21,,,0
2026-08-26T19:33:17.371-04:00,joon,2,continuous_no_preview,robot_clicked_controller_stop,21,,,0
2026-08-26T19:33:20.997-04:00,joon,2,continuous_no_preview,robot_arrival_failed,21,13.580421,,0
2026-08-26T19:36:27.956-04:00,joon,1,continuous_no_preview,trial_started,19,,,
2026-08-26T19:36:41.527-04:00,joon,1,continuous_no_preview,grasp_complete,19,,,1
2026-08-26T19:36:41.541-04:00,joon,1,continuous_no_preview,handover_motion_started,19,,,
2026-08-26T19:36:41.663-04:00,joon,1,continuous_no_preview,handover_preview_invalid,19,,,0
2026-08-26T19:36:45.066-04:00,joon,1,continuous_no_preview,handover_preview_invalid,19,,,0
2026-08-26T19:36:48.678-04:00,joon,1,continuous_no_preview,handover_preview_invalid,19,,,0
2026-08-26T19:36:50.503-04:00,joon,1,continuous_no_preview,handover_preview_invalid,19,,,0
2026-08-26T19:36:54.893-04:00,joon,1,continuous_no_preview,robot_clicked_controller_stop,19,,,0
2026-08-26T19:36:54.953-04:00,joon,1,continuous_no_preview,robot_arrival_failed,19,13.411982,,0
2026-08-26T19:36:54.967-04:00,joon,1,continuous_no_preview,robot_stop_pull_armed,19,,,1
2026-08-26T19:36:56.495-04:00,joon,1,continuous_no_preview,transfer_complete,19,14.953970,,1
2026-08-26T19:36:56.501-04:00,joon,1,continuous_no_preview,return_to_default_started,,,,
2026-08-26T19:36:59.178-04:00,joon,1,continuous_no_preview,return_to_default_complete,,,,1
2026-08-26T19:37:03.226-04:00,joon,2,continuous_no_preview,trial_started,21,,,
2026-08-26T19:37:16.622-04:00,joon,2,continuous_no_preview,grasp_complete,21,,,1
2026-08-26T19:37:16.650-04:00,joon,2,continuous_no_preview,handover_motion_started,21,,,
2026-08-26T19:37:17.169-04:00,joon,2,continuous_no_preview,handover_preview_invalid,21,,,0
2026-08-26T19:37:21.154-04:00,joon,2,continuous_no_preview,handover_preview_invalid,21,,,0
2026-08-26T19:37:22.106-04:00,joon,2,continuous_no_preview,handover_preview_invalid,21,,,0
2026-08-26T19:37:30.090-04:00,joon,2,continuous_no_preview,robot_arrival,21,13.440083,0.399562,1
2026-08-26T19:37:32.435-04:00,joon,2,continuous_no_preview,transfer_complete,21,15.784716,,1
2026-08-26T19:37:32.444-04:00,joon,2,continuous_no_preview,return_to_default_started,,,,
2026-08-26T19:37:36.563-04:00,joon,2,continuous_no_preview,return_to_default_complete,,,,1
