run_timestamp,model_alias,model_id,index,description,referring_type,traits_used,target_name,prediction,correct,invalid_output,strict_correct,raw_model_answer,inference_seconds,error
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,16,the black bearing that supports a rotating gear shaft inside a stand,function,color|function|relationship,BEARING,BEARING,True,False,True,BEARING,0.5505,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,17,the small black ring seated in the round opening of a colored support bracket,mixed,size|color|shape|spatial|relationship,BEARING,BEARING,True,False,True,BEARING,0.5511,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,18,black bearing,mixed,color|technical_name,BEARING,BEARING,True,False,True,BEARING,0.5475,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,19,circular bearing,mixed,shape|technical_name,BEARING,BEARING,True,False,True,BEARING,0.5516,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,20,gear-stand bearing,relationship,technical_name|relationship,BEARING,BEARING,True,False,True,BEARING,0.5471,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,21,the Row 1 hand crank,technical_name,technical_name,CRANK_HANDLE_ROW1,CRANK_HANDLE_ROW1,True,False,True,CRANK_HANDLE_ROW1,0.6485,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,22,the white bent lever with a rounded grip,shape,color|shape,CRANK_HANDLE_ROW1,CRANK_HANDLE_ROW1,True,False,True,CRANK_HANDLE_ROW1,0.6422,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,23,the handle immediately to the right of the right white gear stand,spatial,color|spatial|relationship,CRANK_HANDLE_ROW1,CRANK_HANDLE_ROW1,True,False,True,CRANK_HANDLE_ROW1,0.6472,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,24,the crank attached at the right end of the white gear rod,relationship,color|spatial|relationship,CRANK_HANDLE_ROW1,CRANK_HANDLE_ROW1,True,False,True,CRANK_HANDLE_ROW1,0.6421,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,25,the white handle beside the right stand in circle-marked Row 1,mixed,color|spatial|relationship,CRANK_HANDLE_ROW1,CRANK_HANDLE_ROW1,True,False,True,CRANK_HANDLE_ROW1,0.6421,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,26,the hand-operated lever used to rotate the assembled gear train,function,function|relationship,CRANK_HANDLE_ROW1,CRANK_HANDLE_ROW1,True,False,True,CRANK_HANDLE_ROW1,0.6407,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,27,the bent white crank connected to the end of the Row 1 shaft,mixed,color|shape|spatial|relationship,CRANK_HANDLE_ROW1,CRANK_HANDLE_ROW1,True,False,True,CRANK_HANDLE_ROW1,0.6426,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,28,white handle,mixed,color|technical_name,CRANK_HANDLE_ROW1,CRANK_HANDLE_ROW1,True,False,True,CRANK_HANDLE_ROW1,0.6426,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,29,Row 1 crank,mixed,spatial|technical_name,CRANK_HANDLE_ROW1,CRANK_HANDLE_ROW1,True,False,True,CRANK_HANDLE_ROW1,0.6443,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,30,right-side crank,mixed,spatial|technical_name,CRANK_HANDLE_ROW1,CRANK_HANDLE_ROW1,True,False,True,CRANK_HANDLE_ROW1,0.6438,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,31,the Row 1 gear shaft,technical_name,technical_name,GEAR_ROD_ROW1,GEAR_ROD_ROW1,True,False,True,GEAR_ROD_ROW1,0.6718,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,32,the long white cylindrical shaft with two pin holes,shape,size|color|shape,GEAR_ROD_ROW1,GEAR_ROD_ROW1,True,False,True,GEAR_ROD_ROW1,0.6628,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,33,the shaft crossing Row 1 between the two white brackets,spatial,color|spatial|relationship,GEAR_ROD_ROW1,GEAR_ROD_ROW1,True,False,True,GEAR_ROD_ROW1,0.6661,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,34,the shaft that passes through both Row 1 bearings and carries one large gear,relationship,relationship|function,GEAR_ROD_ROW1,GEAR_ROD_ROW1,True,False,True,GEAR_ROD_ROW1,0.6515,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,35,the long white circle-row gear shaft seated in both bearing brackets,mixed,size|color|shape|relationship,GEAR_ROD_ROW1,GEAR_ROD_ROW1,True,False,True,GEAR_ROD_ROW1,0.6615,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,36,the Row 1 shaft that carries one large gear and transfers rotation between the two stands,function,function|relationship,GEAR_ROD_ROW1,GEAR_ROD_ROW1,True,False,True,GEAR_ROD_ROW1,0.6648,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,37,the long white cylindrical rod with two retaining-pin holes spanning Row 1,mixed,size|color|shape|spatial,GEAR_ROD_ROW1,GEAR_ROD_ROW1,True,False,True,GEAR_ROD_ROW1,0.6522,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,38,white gear rod,mixed,color|technical_name,GEAR_ROD_ROW1,GEAR_ROD_ROW1,True,False,True,GEAR_ROD_ROW1,0.6634,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,39,Row 1 shaft,mixed,spatial|technical_name,GEAR_ROD_ROW1,GEAR_ROD_ROW1,True,False,True,GEAR_ROD_ROW1,0.6692,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,40,gear rod of Row 1,mixed,spatial|technical_name,GEAR_ROD_ROW1,GEAR_ROD_ROW1,True,False,True,GEAR_ROD_ROW1,0.6809,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,41,white gear rod in the circle row,mixed,color|shape|spatial|technical_name,GEAR_ROD_ROW1,GEAR_ROD_ROW1,True,False,True,GEAR_ROD_ROW1,0.6863,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,42,circle-row white shaft,mixed,color|shape|spatial|technical_name,GEAR_ROD_ROW1,GEAR_ROW1_LEFT,False,False,False,GEAR_ROW1_LEFT,0.6860,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,43,the Row 1 left gear stand,technical_name,technical_name,STAND_ROW1_LEFT,GEAR_ROW1_LEFT,False,False,False,GEAR_ROW1_LEFT,0.6666,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,44,the upright white left stand with a circular bearing opening,shape,color|shape|spatial,STAND_ROW1_LEFT,GEAR_ROW1_LEFT,False,False,False,GEAR_ROW1_LEFT,0.6555,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,45,the left bearing support bracket in Row 1,spatial,spatial,STAND_ROW1_LEFT,BEARING,False,False,False,BEARING_ROW1_LEFT,0.6897,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,46,"the Row 1 support bracket where the left bearing fits, next to the large left gear",relationship,spatial|relationship,STAND_ROW1_LEFT,STAND_ROW1_LEFT,True,False,True,STAND_ROW1_LEFT,0.6689,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,47,the white circle-row left gear stand supporting the gear shaft,mixed,color|shape|spatial|relationship|function,STAND_ROW1_LEFT,GEAR_ROW1_LEFT,False,False,False,GEAR_ROW1_LEFT,0.6527,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,48,the left Row 1 support that holds a bearing and supports the gear shaft,function,spatial|function|relationship,STAND_ROW1_LEFT,STAND_ROW1_LEFT,True,False,True,STAND_ROW1_LEFT,0.6220,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,49,"the upright white bearing bracket on the left, beside the large left gear in the circle-marked row",mixed,color|shape|spatial|relationship,STAND_ROW1_LEFT,GEAR_ROW1_LEFT,False,False,False,GEAR_ROW1_LEFT,0.6590,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,50,white left stand,mixed,color|spatial|technical_name,STAND_ROW1_LEFT,GEAR_ROW1_LEFT,False,False,False,GEAR_ROW1_LEFT,0.6661,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,51,Row 1 left bracket,mixed,spatial|technical_name,STAND_ROW1_LEFT,GEAR_ROW1_LEFT,False,False,False,GEAR_ROW1_LEFT,0.6905,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,52,left gear stand of Row 1,mixed,spatial|technical_name,STAND_ROW1_LEFT,STAND_ROW1_LEFT,True,False,True,STAND_ROW1_LEFT,0.6584,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,53,white left gear stand in the circle row,mixed,color|shape|spatial|technical_name,STAND_ROW1_LEFT,GEAR_ROW1_LEFT,False,False,False,GEAR_ROW1_LEFT,0.6830,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,54,left bracket of the white circle row,mixed,color|shape|spatial|technical_name,STAND_ROW1_LEFT,GEAR_ROW1_LEFT,False,False,False,GEAR_ROW1_LEFT,0.6794,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,55,the Row 1 right gear stand,technical_name,technical_name|spatial,STAND_ROW1_RIGHT,STAND_ROW1_RIGHT,True,False,True,STAND_ROW1_RIGHT,0.6530,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,56,the upright white stand with an overlapping bearing slot and through-hole,shape,color|shape,STAND_ROW1_RIGHT,STAND_ROW1_LEFT,False,False,False,STAND_ROW1_LEFT,0.6476,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,57,the right-hand support in circle-marked Row 1,spatial,spatial,STAND_ROW1_RIGHT,INVALID_OUTPUT,False,True,False,GEAR_ROW1_RIGHT,0.6881,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,58,the stand immediately to the left of the crank handle,relationship,spatial|relationship,STAND_ROW1_RIGHT,STAND_ROW1_LEFT,False,False,False,STAND_ROW1_LEFT,0.6311,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,59,the white right bearing bracket whose bearing recess overlaps a hole through the stand,mixed,color|shape|spatial|relationship,STAND_ROW1_RIGHT,BEARING,False,False,False,BEARING_STAND_ROW1_RIGHT_ASSEMBLY,0.7596,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,60,the right Row 1 support that holds the bearing and guides the gear shaft,function,spatial|function|relationship,STAND_ROW1_RIGHT,STAND_ROW1_RIGHT,True,False,True,STAND_ROW1_RIGHT,0.6259,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,61,the white crank-side gear stand with both a bearing slot and a penetrating hole,mixed,color|shape|spatial|relationship,STAND_ROW1_RIGHT,STAND_ROW1_LEFT,False,False,False,"```text
STAND_ROW1_LEFT
```",0.7263,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,62,white right stand,mixed,color|spatial|technical_name,STAND_ROW1_RIGHT,INVALID_OUTPUT,False,True,False,GEAR_ROW1_RIGHT,0.6504,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,63,Row 1 right bracket,mixed,spatial|technical_name,STAND_ROW1_RIGHT,INVALID_OUTPUT,False,True,False,GEAR_ROW1_RIGHT,0.6483,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,64,right gear stand of Row 1,mixed,spatial|technical_name,STAND_ROW1_RIGHT,STAND_ROW1_RIGHT,True,False,True,STAND_ROW1_RIGHT,0.6200,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,65,white right gear stand in the circle row,mixed,color|shape|spatial|technical_name,STAND_ROW1_RIGHT,INVALID_OUTPUT,False,True,False,GEAR_ROW1_RIGHT,0.6461,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,66,right bracket of the white circle row,mixed,color|shape|spatial|technical_name,STAND_ROW1_RIGHT,GEAR_ROW1_LEFT,False,False,False,GEAR_ROW1_LEFT,0.6456,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,67,the Row 1 left spur gear,technical_name,technical_name,GEAR_ROW1_LEFT,GEAR_ROW1_LEFT,True,False,True,GEAR_ROW1_LEFT,0.6547,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,68,the large white spur wheel,size,size|color|shape,GEAR_ROW1_LEFT,GEAR_ROW1_LEFT,True,False,True,GEAR_ROW1_LEFT,0.6658,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,69,the left-side gear on the shaft in Row 1,spatial,spatial|relationship,GEAR_ROW1_LEFT,GEAR_ROW1_LEFT,True,False,True,GEAR_ROW1_LEFT,0.6916,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,70,"the Row 1 gear next to the left white bracket, the only gear in Row 1",relationship,color|spatial|size|relationship,GEAR_ROW1_LEFT,GEAR_ROW1_LEFT,True,False,True,GEAR_ROW1_LEFT,0.6561,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,71,the large white spur gear on the left side of the circle-marked shaft,mixed,size|color|shape|spatial,GEAR_ROW1_LEFT,GEAR_ROW1_LEFT,True,False,True,GEAR_ROW1_LEFT,0.6375,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,72,the Row 1 spur gear that transmits rotation along the gear train,function,technical_name|function|relationship,GEAR_ROW1_LEFT,GEAR_ROW1_LEFT,True,False,True,GEAR_ROW1_LEFT,0.6493,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,73,"the large white toothed wheel on the left side, beside the gear shaft",mixed,size|color|shape|spatial|relationship,GEAR_ROW1_LEFT,GEAR_ROW1_LEFT,True,False,True,GEAR_ROW1_LEFT,0.6385,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,74,gear of Row 1,mixed,spatial|technical_name,GEAR_ROW1_LEFT,GEAR_ROW1_LEFT,True,False,True,GEAR_ROW1_LEFT,0.6502,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,75,white gear,mixed,color|technical_name,GEAR_ROW1_LEFT,GEAR_ROW1_LEFT,True,False,True,GEAR_ROW1_LEFT,0.6514,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,76,Row 1 gear,mixed,spatial|technical_name,GEAR_ROW1_LEFT,GEAR_ROW1_LEFT,True,False,True,GEAR_ROW1_LEFT,0.6555,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,77,white gear in the circle row,mixed,color|shape|spatial|technical_name,GEAR_ROW1_LEFT,GEAR_ROW1_LEFT,True,False,True,GEAR_ROW1_LEFT,0.6497,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,78,circle-row white gear,mixed,color|shape|spatial|technical_name,GEAR_ROW1_LEFT,GEAR_ROW1_LEFT,True,False,True,GEAR_ROW1_LEFT,0.6501,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,79,a Row 1 H5 hex-socket mounting screw,technical_name,technical_name,SCREW_ROW1,SCREW_ROW1,True,False,True,SCREW_ROW1,0.6128,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,80,a small silver screw with a recessed H5 hex-socket head,color,size|color|shape|technical_name,SCREW_ROW1,SCREW_ROW1,True,False,True,SCREW_ROW1,0.6118,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,81,a screw at the base of a Row 1 gear stand,spatial,spatial|relationship,SCREW_ROW1,SCREW_ROW1,True,False,False,SCREW_ROW1_LEFT,0.6503,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,82,a fastener used to secure a Row 1 bearing stand to the baseboard,relationship,relationship|function,SCREW_ROW1,SCREW_ROW1,True,False,True,SCREW_ROW1,0.5997,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,83,the silver H5 hex-socket screw for the white Row 1 stand,mixed,color|spatial|technical_name|relationship,SCREW_ROW1,SCREW_ROW1,True,False,True,SCREW_ROW1,0.6011,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,84,the Row 1 fastener tightened with a 5 mm hex key,function,technical_name|function,SCREW_ROW1,SCREW_ROW1,True,False,True,SCREW_ROW1,0.6154,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,85,the small silver screw located at the foot of a white support bracket,mixed,size|color|shape|spatial|relationship,SCREW_ROW1,SCREW_ROW1,True,False,True,SCREW_ROW1,0.6116,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,86,Row 1 screw,mixed,spatial|technical_name,SCREW_ROW1,SCREW_ROW1,True,False,True,SCREW_ROW1,0.6130,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,87,H5 screw,technical_name,technical_name,SCREW_ROW1,SCREW_ROW1,True,False,True,SCREW_ROW1,0.6156,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,88,the Row 2 gear shaft,technical_name,technical_name,GEAR_ROD_ROW2,GEAR_ROD_ROW2,True,False,True,GEAR_ROD_ROW2,0.6690,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,89,the long red cylindrical shaft with two pin holes,shape,size|color|shape,GEAR_ROD_ROW2,GEAR_ROD_ROW2,True,False,True,GEAR_ROD_ROW2,0.6683,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,90,the shaft crossing Row 2 between the two red brackets,spatial,color|spatial|relationship,GEAR_ROD_ROW2,GEAR_ROD_ROW2,True,False,True,GEAR_ROD_ROW2,0.6691,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,91,the shaft that passes through both Row 2 bearings and carries the small and medium gears,relationship,relationship|function,GEAR_ROD_ROW2,GEAR_ROD_ROW2,True,False,True,GEAR_ROD_ROW2,0.6790,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,92,the long red triangle-row gear shaft seated in both bearing brackets,mixed,size|color|shape|relationship,GEAR_ROD_ROW2,GEAR_ROD_ROW2,True,False,True,GEAR_ROD_ROW2,0.6710,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,93,the Row 2 shaft that carries the small and medium gears and transfers rotation between the two stands,function,function|relationship,GEAR_ROD_ROW2,GEAR_ROD_ROW2,True,False,True,GEAR_ROD_ROW2,0.6753,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,94,the long red cylindrical rod with two retaining-pin holes spanning the second row from Row 1,mixed,size|color|shape|spatial,GEAR_ROD_ROW2,GEAR_ROD_ROW2,True,False,True,GEAR_ROD_ROW2,0.6715,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,95,red gear rod,mixed,color|technical_name,GEAR_ROD_ROW2,GEAR_ROD_ROW2,True,False,True,GEAR_ROD_ROW2,0.6688,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,96,Row 2 shaft,mixed,spatial|technical_name,GEAR_ROD_ROW2,GEAR_ROD_ROW2,True,False,True,GEAR_ROD_ROW2,0.6690,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,97,gear rod of Row 2,mixed,spatial|technical_name,GEAR_ROD_ROW2,GEAR_ROD_ROW2,True,False,True,GEAR_ROD_ROW2,0.6684,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,98,red gear rod in the triangle row,mixed,color|shape|spatial|technical_name,GEAR_ROD_ROW2,GEAR_ROD_ROW2,True,False,True,GEAR_ROD_ROW2,0.6577,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,99,triangle-row red shaft,mixed,color|shape|spatial|technical_name,GEAR_ROD_ROW2,GEAR_ROW2_RIGHT,False,False,False,GEAR_ROW2_RIGHT,0.6512,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,100,the Row 2 left gear stand,technical_name,technical_name,STAND_ROW2_LEFT,GEAR_ROW2_LEFT,False,False,False,GEAR_ROW2_LEFT,0.6419,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,101,the upright red left stand with a circular bearing opening,shape,color|shape|spatial,STAND_ROW2_LEFT,GEAR_ROW2_LEFT,False,False,False,GEAR_ROW2_LEFT,0.6505,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,102,the left bearing support bracket in the second row from Row 1,spatial,spatial,STAND_ROW2_LEFT,BEARING,False,False,False,BEARING_ROW2_LEFT,0.6508,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,103,"the Row 2 support bracket where the left bearing fits, next to the small left gear",relationship,spatial|relationship,STAND_ROW2_LEFT,STAND_ROW2_LEFT,True,False,True,STAND_ROW2_LEFT,0.6403,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,104,the red triangle-row left gear stand supporting the gear shaft,mixed,color|shape|spatial|relationship|function,STAND_ROW2_LEFT,GEAR_ROW2_LEFT,False,False,False,GEAR_ROW2_LEFT,0.6514,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,105,the left Row 2 support that holds a bearing and supports the gear shaft,function,spatial|function|relationship,STAND_ROW2_LEFT,STAND_ROW2_LEFT,True,False,True,STAND_ROW2_LEFT,0.6233,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,106,"the upright red bearing bracket on the left, beside the small left gear in the triangle-marked row",mixed,color|shape|spatial|relationship,STAND_ROW2_LEFT,BEARING,False,False,False,BEARING_ROW2_LEFT,0.6514,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,107,red left stand,mixed,color|spatial|technical_name,STAND_ROW2_LEFT,GEAR_ROW2_LEFT,False,False,False,GEAR_ROW2_LEFT,0.6524,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,108,Row 2 left bracket,mixed,spatial|technical_name,STAND_ROW2_LEFT,GEAR_ROW2_LEFT,False,False,False,GEAR_ROW2_LEFT,0.6526,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,109,left gear stand of Row 2,mixed,spatial|technical_name,STAND_ROW2_LEFT,GEAR_ROW2_LEFT,False,False,False,GEAR_ROW2_LEFT,0.6394,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,110,red left gear stand in the triangle row,mixed,color|shape|spatial|technical_name,STAND_ROW2_LEFT,GEAR_ROW2_LEFT,False,False,False,GEAR_ROW2_LEFT,0.6506,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,111,left bracket of the red triangle row,mixed,color|shape|spatial|technical_name,STAND_ROW2_LEFT,GEAR_ROW2_LEFT,False,False,False,GEAR_ROW2_LEFT,0.6436,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,112,the Row 2 right gear stand,technical_name,technical_name,STAND_ROW2_RIGHT,GEAR_ROW2_RIGHT,False,False,False,GEAR_ROW2_RIGHT,0.6411,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,113,the upright red right stand with a circular bearing opening,shape,color|shape|spatial,STAND_ROW2_RIGHT,BEARING,False,False,False,BEARING_STAND_ROW2_RIGHT_ASSEMBLY,0.7690,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,114,the right bearing support bracket in the second row from Row 1,spatial,spatial,STAND_ROW2_RIGHT,BEARING,False,False,False,BEARING_ROW2_RIGHT,0.6503,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,115,"the Row 2 support bracket where the right bearing fits, next to the medium right gear",relationship,spatial|relationship,STAND_ROW2_RIGHT,BEARING,False,False,False,BEARING_STAND_ROW2_RIGHT_ASSEMBLY,0.7665,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,116,the red triangle-row right gear stand supporting the gear shaft,mixed,color|shape|spatial|relationship|function,STAND_ROW2_RIGHT,GEAR_ROW2_RIGHT,False,False,False,GEAR_ROW2_RIGHT,0.6519,
2026-08-22T22:25:52,gemma4-e2b,google/gemma-4-E2B-it,117,the right Row 2 support that holds a bearing and supports the gear shaft,function,spatial|function|relationship,STAND_ROW2_RIGHT,BEARING,False,False,False,BEARING_STAND_ROW2_RIGHT_ASSEMBLY,0.7553,
